scene_id,video_id,inference_time_ms
R9jKf_scene_3069,R9jKf,5.003
m2YyhYyleII_scene_793,m2YyhYyleII,4.999
m2YyhYyleII_scene_795,m2YyhYyleII,5.075
XdTzDCE7Gns_scene_2884,XdTzDCE7Gns,4.983
bZMricmPA-s_scene_2442,bZMricmPA-s,6.979
tPwWU4fNH6c_scene_2323,tPwWU4fNH6c,8.002
XdTzDCE7Gns_scene_2874,XdTzDCE7Gns,8.001
u5B1RAufWVM_scene_797,u5B1RAufWVM,7.001
u5B1RAufWVM_scene_799,u5B1RAufWVM,6.984
M1Ta54rkeQQ_scene_1055,M1Ta54rkeQQ,5.975
M1Ta54rkeQQ_scene_1095,M1Ta54rkeQQ,6.982
u5B1RAufWVM_scene_800,u5B1RAufWVM,6.006
u5B1RAufWVM_scene_802,u5B1RAufWVM,7.998
u5B1RAufWVM_scene_801,u5B1RAufWVM,11.0
ZKUqNG25_scene_2096,ZKUqNG25,11.999
DUxVMAebfrM_scene_956,DUxVMAebfrM,8.993
M1Ta54rkeQQ_scene_1006,M1Ta54rkeQQ,7.002
H6eyOisPlP4_scene_3209,H6eyOisPlP4,7.97
u5B1RAufWVM_scene_805,u5B1RAufWVM,6.987
u5B1RAufWVM_scene_806,u5B1RAufWVM,8.999
u5B1RAufWVM_scene_808,u5B1RAufWVM,9.0
u5B1RAufWVM_scene_810,u5B1RAufWVM,9.277
u5B1RAufWVM_scene_812,u5B1RAufWVM,9.988
OntsMin8brs_scene_3034,OntsMin8brs,12.02
u5B1RAufWVM_scene_813,u5B1RAufWVM,10.988
u5B1RAufWVM_scene_814,u5B1RAufWVM,13.998
hyK61uPB0L8_scene_2015,hyK61uPB0L8,12.542
u5B1RAufWVM_scene_815,u5B1RAufWVM,15.041
u5B1RAufWVM_scene_816,u5B1RAufWVM,12.998
u5B1RAufWVM_scene_817,u5B1RAufWVM,7.985
u5B1RAufWVM_scene_818,u5B1RAufWVM,9.001
KIyc-P3bVCc_scene_1945,KIyc-P3bVCc,9.989
u5B1RAufWVM_scene_820,u5B1RAufWVM,11.008
H3rQxlJm75c_scene_1461,H3rQxlJm75c,9.034
u5B1RAufWVM_scene_821,u5B1RAufWVM,11.421
xW-tuKGhs8I_scene_3300,xW-tuKGhs8I,8.005
u5B1RAufWVM_scene_823,u5B1RAufWVM,8.003
tYQoPHwNkho_scene_898,tYQoPHwNkho,5.989
u5B1RAufWVM_scene_831,u5B1RAufWVM,6.985
u5B1RAufWVM_scene_824,u5B1RAufWVM,5.977
u5B1RAufWVM_scene_825,u5B1RAufWVM,4.998
u5B1RAufWVM_scene_826,u5B1RAufWVM,6.002
u5B1RAufWVM_scene_827,u5B1RAufWVM,5.986
0CiHWdGBF-c_scene_2714,0CiHWdGBF-c,6.993
tPwWU4fNH6c_scene_2324,tPwWU4fNH6c,7.99
u5B1RAufWVM_scene_829,u5B1RAufWVM,5.983
u5B1RAufWVM_scene_830,u5B1RAufWVM,8.0
u5B1RAufWVM_scene_832,u5B1RAufWVM,4.994
u5B1RAufWVM_scene_834,u5B1RAufWVM,8.0
hyK61uPB0L8_scene_1997,hyK61uPB0L8,8.002
u5B1RAufWVM_scene_835,u5B1RAufWVM,9.006
H6eyOisPlP4_scene_3187,H6eyOisPlP4,11.01
u5B1RAufWVM_scene_836,u5B1RAufWVM,10.016
u5B1RAufWVM_scene_843,u5B1RAufWVM,10.071
H3rQxlJm75c_scene_1339,H3rQxlJm75c,11.003
u5B1RAufWVM_scene_838,u5B1RAufWVM,11.003
u5B1RAufWVM_scene_840,u5B1RAufWVM,9.999
OW2d0-wIECc_scene_3387,OW2d0-wIECc,9.998
u5B1RAufWVM_scene_842,u5B1RAufWVM,10.763
tYQoPHwNkho_scene_873,tYQoPHwNkho,9.793
u5B1RAufWVM_scene_844,u5B1RAufWVM,10.907
H6eyOisPlP4_scene_3214,H6eyOisPlP4,11.101
u5B1RAufWVM_scene_845,u5B1RAufWVM,9.81
OpkZbJypAwc_scene_2841,OpkZbJypAwc,8.003
KCs7QyTviag_scene_2927,KCs7QyTviag,9.979
u5B1RAufWVM_scene_847,u5B1RAufWVM,9.988
qouz8wlTuK8_scene_2041,qouz8wlTuK8,10.665
u5B1RAufWVM_scene_849,u5B1RAufWVM,6.011
qouz8wlTuK8_scene_2075,qouz8wlTuK8,6.993
u5B1RAufWVM_scene_851,u5B1RAufWVM,7.026
OW2d0-wIECc_scene_3357,OW2d0-wIECc,6.987
u5B1RAufWVM_scene_850,u5B1RAufWVM,8.508
u5B1RAufWVM_scene_852,u5B1RAufWVM,5.985
ZOzvtP1aLwA_scene_2534,ZOzvtP1aLwA,6.0
u5B1RAufWVM_scene_853,u5B1RAufWVM,4.987
wmbwa9QIkaM_scene_3400,wmbwa9QIkaM,6.002
u5B1RAufWVM_scene_855,u5B1RAufWVM,5.985
u5B1RAufWVM_scene_856,u5B1RAufWVM,4.983
u5B1RAufWVM_scene_857,u5B1RAufWVM,7.002
OW2d0-wIECc_scene_3341,OW2d0-wIECc,6.0
u5B1RAufWVM_scene_858,u5B1RAufWVM,8.224
u5B1RAufWVM_scene_859,u5B1RAufWVM,6.986
u5B1RAufWVM_scene_860,u5B1RAufWVM,9.0
M1Ta54rkeQQ_scene_1108,M1Ta54rkeQQ,9.001
CN5CZ827j1c_scene_1133,CN5CZ827j1c,5.985
gUV6SfVV7Kw_scene_1474,gUV6SfVV7Kw,5.997
u5B1RAufWVM_scene_862,u5B1RAufWVM,6.985
M1Ta54rkeQQ_scene_1082,M1Ta54rkeQQ,4.998
u5B1RAufWVM_scene_863,u5B1RAufWVM,6.984
u5B1RAufWVM_scene_864,u5B1RAufWVM,7.99
u5B1RAufWVM_scene_865,u5B1RAufWVM,8.003
tYQoPHwNkho_scene_866,tYQoPHwNkho,9.996
gUV6SfVV7Kw_scene_1543,gUV6SfVV7Kw,11.991
tYQoPHwNkho_scene_868,tYQoPHwNkho,14.987
tYQoPHwNkho_scene_869,tYQoPHwNkho,10.978
DUxVMAebfrM_scene_955,DUxVMAebfrM,8.987
tYQoPHwNkho_scene_870,tYQoPHwNkho,8.013
tYQoPHwNkho_scene_871,tYQoPHwNkho,5.985
R9jKf_scene_3067,R9jKf,4.977
tYQoPHwNkho_scene_872,tYQoPHwNkho,6.001
tYQoPHwNkho_scene_874,tYQoPHwNkho,5.983
ZOzvtP1aLwA_scene_2656,ZOzvtP1aLwA,4.986
tYQoPHwNkho_scene_876,tYQoPHwNkho,5.985
H6eyOisPlP4_scene_3202,H6eyOisPlP4,4.984
tYQoPHwNkho_scene_875,tYQoPHwNkho,5.985
H6eyOisPlP4_scene_3184,H6eyOisPlP4,6.0
tYQoPHwNkho_scene_877,tYQoPHwNkho,6.983
KIyc-P3bVCc_scene_1926,KIyc-P3bVCc,6.002
tYQoPHwNkho_scene_878,tYQoPHwNkho,5.985
tYQoPHwNkho_scene_880,tYQoPHwNkho,5.989
AxTouP1JVCo_scene_2735,AxTouP1JVCo,4.979
tYQoPHwNkho_scene_881,tYQoPHwNkho,5.023
tYQoPHwNkho_scene_882,tYQoPHwNkho,4.985
XdTzDCE7Gns_scene_2867,XdTzDCE7Gns,5.983
tYQoPHwNkho_scene_883,tYQoPHwNkho,5.983
KawH640l7YM_scene_3772,KawH640l7YM,4.999
wmbwa9QIkaM_scene_3428,wmbwa9QIkaM,4.999
tYQoPHwNkho_scene_885,tYQoPHwNkho,5.0
WFr0je02Nzc_scene_1707,WFr0je02Nzc,5.0
OntsMin8brs_scene_3043,OntsMin8brs,5.0
tYQoPHwNkho_scene_888,tYQoPHwNkho,5.984
tYQoPHwNkho_scene_887,tYQoPHwNkho,5.98
M1Ta54rkeQQ_scene_1002,M1Ta54rkeQQ,4.999
tYQoPHwNkho_scene_889,tYQoPHwNkho,6.005
tYQoPHwNkho_scene_890,tYQoPHwNkho,4.98
H3rQxlJm75c_scene_1458,H3rQxlJm75c,5.054
tYQoPHwNkho_scene_891,tYQoPHwNkho,4.983
H3rQxlJm75c_scene_1463,H3rQxlJm75c,6.003
tYQoPHwNkho_scene_892,tYQoPHwNkho,4.984
tYQoPHwNkho_scene_893,tYQoPHwNkho,5.985
gUV6SfVV7Kw_scene_1503,gUV6SfVV7Kw,5.984
tYQoPHwNkho_scene_894,tYQoPHwNkho,5.001
tYQoPHwNkho_scene_895,tYQoPHwNkho,5.0
4ledYpt-QzY_scene_1334,4ledYpt-QzY,5.981
tYQoPHwNkho_scene_897,tYQoPHwNkho,5.986
4ledYpt-QzY_scene_1328,4ledYpt-QzY,6.988
tYQoPHwNkho_scene_896,tYQoPHwNkho,5.009
JlR_scene_1602,JlR,6.0
pHxYQS5MVv4_scene_2244,pHxYQS5MVv4,6.0
tYQoPHwNkho_scene_900,tYQoPHwNkho,8.997
QsgohTGrI58_scene_1747,QsgohTGrI58,10.986
tYQoPHwNkho_scene_899,tYQoPHwNkho,8.003
OW2d0-wIECc_scene_3384,OW2d0-wIECc,5.986
tYQoPHwNkho_scene_901,tYQoPHwNkho,5.98
qouz8wlTuK8_scene_2034,qouz8wlTuK8,7.0
tYQoPHwNkho_scene_902,tYQoPHwNkho,4.986
OW2d0-wIECc_scene_3389,OW2d0-wIECc,6.992
tYQoPHwNkho_scene_904,tYQoPHwNkho,4.984
tYQoPHwNkho_scene_906,tYQoPHwNkho,6.498
Notdcs17xbw_scene_1791,Notdcs17xbw,4.982
tYQoPHwNkho_scene_907,tYQoPHwNkho,5.984
tPwWU4fNH6c_scene_2313,tPwWU4fNH6c,4.998
tYQoPHwNkho_scene_908,tYQoPHwNkho,4.998
tPwWU4fNH6c_scene_2303,tPwWU4fNH6c,6.001
tYQoPHwNkho_scene_909,tYQoPHwNkho,4.984
tYQoPHwNkho_scene_910,tYQoPHwNkho,4.983
qouz8wlTuK8_scene_2031,qouz8wlTuK8,4.983
tYQoPHwNkho_scene_911,tYQoPHwNkho,5.981
OpkZbJypAwc_scene_2826,OpkZbJypAwc,6.986
Omkztpc633o_scene_2431,Omkztpc633o,4.981
tYQoPHwNkho_scene_913,tYQoPHwNkho,6.983
tYQoPHwNkho_scene_915,tYQoPHwNkho,6.064
bZMricmPA-s_scene_2480,bZMricmPA-s,5.001
tYQoPHwNkho_scene_914,tYQoPHwNkho,5.982
AxTouP1JVCo_scene_2789,AxTouP1JVCo,5.986
tYQoPHwNkho_scene_916,tYQoPHwNkho,5.985
UHA1Q5JK3_scene_1280,UHA1Q5JK3,7.002
tYQoPHwNkho_scene_919,tYQoPHwNkho,7.001
tYQoPHwNkho_scene_918,tYQoPHwNkho,5.983
tYQoPHwNkho_scene_920,tYQoPHwNkho,6.985
0_scene_3606,0,5.998
tYQoPHwNkho_scene_921,tYQoPHwNkho,4.983
tTx8mid-aq4_scene_3169,tTx8mid-aq4,3.983
tYQoPHwNkho_scene_922,tYQoPHwNkho,5.986
tPwWU4fNH6c_scene_2316,tPwWU4fNH6c,4.983
H6eyOisPlP4_scene_3199,H6eyOisPlP4,4.984
tYQoPHwNkho_scene_923,tYQoPHwNkho,4.984
tPwWU4fNH6c_scene_2317,tPwWU4fNH6c,4.985
tYQoPHwNkho_scene_924,tYQoPHwNkho,4.983
tPwWU4fNH6c_scene_2329,tPwWU4fNH6c,4.983
tYQoPHwNkho_scene_925,tYQoPHwNkho,4.982
OntsMin8brs_scene_3014,OntsMin8brs,5.984
qouz8wlTuK8_scene_2037,qouz8wlTuK8,6.001
tYQoPHwNkho_scene_926,tYQoPHwNkho,7.001
KawH640l7YM_scene_3715,KawH640l7YM,4.983
xW-tuKGhs8I_scene_3250,xW-tuKGhs8I,7.011
tYQoPHwNkho_scene_928,tYQoPHwNkho,6.075
Omkztpc633o_scene_2352,Omkztpc633o,5.982
tYQoPHwNkho_scene_931,tYQoPHwNkho,7.002
tYQoPHwNkho_scene_933,tYQoPHwNkho,6.003
M1Ta54rkeQQ_scene_991,M1Ta54rkeQQ,7.002
tYQoPHwNkho_scene_932,tYQoPHwNkho,6.984
tTx8mid-aq4_scene_3116,tTx8mid-aq4,5.986
QsgohTGrI58_scene_1743,QsgohTGrI58,6.003
tYQoPHwNkho_scene_935,tYQoPHwNkho,6.004
DUxVMAebfrM_scene_943,DUxVMAebfrM,6.993
tYQoPHwNkho_scene_937,tYQoPHwNkho,7.008
H3rQxlJm75c_scene_1459,H3rQxlJm75c,7.031
Notdcs17xbw_scene_1833,Notdcs17xbw,5.984
UHA1Q5JK3_scene_1266,UHA1Q5JK3,6.989
0_scene_3545,0,6.982
tYQoPHwNkho_scene_940,tYQoPHwNkho,6.0
DUxVMAebfrM_scene_941,DUxVMAebfrM,6.001
Omkztpc633o_scene_2375,Omkztpc633o,4.984
DUxVMAebfrM_scene_942,DUxVMAebfrM,4.985
Omkztpc633o_scene_2361,Omkztpc633o,4.986
DUxVMAebfrM_scene_944,DUxVMAebfrM,5.981
0_scene_3540,0,4.979
DUxVMAebfrM_scene_945,DUxVMAebfrM,5.984
DUxVMAebfrM_scene_947,DUxVMAebfrM,4.982
0_scene_3597,0,5.014
4ledYpt-QzY_scene_1314,4ledYpt-QzY,5.982
DUxVMAebfrM_scene_948,DUxVMAebfrM,5.986
M1Ta54rkeQQ_scene_1048,M1Ta54rkeQQ,5.984
DUxVMAebfrM_scene_950,DUxVMAebfrM,5.998
KIyc-P3bVCc_scene_1949,KIyc-P3bVCc,6.001
DUxVMAebfrM_scene_951,DUxVMAebfrM,5.985
ZOzvtP1aLwA_scene_2546,ZOzvtP1aLwA,5.984
DUxVMAebfrM_scene_954,DUxVMAebfrM,5.986
M1Ta54rkeQQ_scene_1077,M1Ta54rkeQQ,4.984
DUxVMAebfrM_scene_967,DUxVMAebfrM,4.985
DUxVMAebfrM_scene_957,DUxVMAebfrM,4.987
DUxVMAebfrM_scene_958,DUxVMAebfrM,4.985
bZMricmPA-s_scene_2444,bZMricmPA-s,5.494
DUxVMAebfrM_scene_959,DUxVMAebfrM,4.985
DUxVMAebfrM_scene_960,DUxVMAebfrM,5.985
qouz8wlTuK8_scene_2053,qouz8wlTuK8,4.984
DUxVMAebfrM_scene_962,DUxVMAebfrM,4.986
JlR_scene_1639,JlR,5.974
DUxVMAebfrM_scene_961,DUxVMAebfrM,5.001
DUxVMAebfrM_scene_963,DUxVMAebfrM,5.0
pHxYQS5MVv4_scene_2243,pHxYQS5MVv4,4.0
DUxVMAebfrM_scene_968,DUxVMAebfrM,4.985
H3rQxlJm75c_scene_1359,H3rQxlJm75c,3.985
lLie9-VS4PI_scene_1174,lLie9-VS4PI,5.985
DUxVMAebfrM_scene_969,DUxVMAebfrM,3.987
AxTouP1JVCo_scene_2794,AxTouP1JVCo,4.981
DUxVMAebfrM_scene_970,DUxVMAebfrM,4.985
JlR_scene_1641,JlR,4.987
0_scene_3536,0,5.985
DUxVMAebfrM_scene_973,DUxVMAebfrM,5.986
DUxVMAebfrM_scene_975,DUxVMAebfrM,6.983
pHxYQS5MVv4_scene_2251,pHxYQS5MVv4,6.003
DUxVMAebfrM_scene_983,DUxVMAebfrM,5.001
DUxVMAebfrM_scene_979,DUxVMAebfrM,5.986
DUxVMAebfrM_scene_978,DUxVMAebfrM,4.979
4ledYpt-QzY_scene_1309,4ledYpt-QzY,5.985
DUxVMAebfrM_scene_981,DUxVMAebfrM,5.984
DUxVMAebfrM_scene_980,DUxVMAebfrM,5.985
0_scene_3699,0,4.984
ZOzvtP1aLwA_scene_2612,ZOzvtP1aLwA,4.999
DUxVMAebfrM_scene_982,DUxVMAebfrM,4.977
OpkZbJypAwc_scene_2833,OpkZbJypAwc,4.981
AxTouP1JVCo_scene_2787,AxTouP1JVCo,4.983
M1Ta54rkeQQ_scene_984,M1Ta54rkeQQ,5.985
M1Ta54rkeQQ_scene_985,M1Ta54rkeQQ,5.983
QsgohTGrI58_scene_1752,QsgohTGrI58,5.985
M1Ta54rkeQQ_scene_986,M1Ta54rkeQQ,6.985
M1Ta54rkeQQ_scene_987,M1Ta54rkeQQ,6.0
M1Ta54rkeQQ_scene_988,M1Ta54rkeQQ,4.98
M1Ta54rkeQQ_scene_990,M1Ta54rkeQQ,6.001
gUV6SfVV7Kw_scene_1583,gUV6SfVV7Kw,5.986
M1Ta54rkeQQ_scene_989,M1Ta54rkeQQ,4.985
wmbwa9QIkaM_scene_3395,wmbwa9QIkaM,6.014
0CiHWdGBF-c_scene_2708,0CiHWdGBF-c,5.999
M1Ta54rkeQQ_scene_992,M1Ta54rkeQQ,4.986
M1Ta54rkeQQ_scene_994,M1Ta54rkeQQ,6.0
0_scene_3596,0,6.985
KCs7QyTviag_scene_2946,KCs7QyTviag,7.002
M1Ta54rkeQQ_scene_996,M1Ta54rkeQQ,4.982
M1Ta54rkeQQ_scene_1075,M1Ta54rkeQQ,4.999
M1Ta54rkeQQ_scene_997,M1Ta54rkeQQ,12.986
M1Ta54rkeQQ_scene_999,M1Ta54rkeQQ,12.001
M1Ta54rkeQQ_scene_998,M1Ta54rkeQQ,8.143
M1Ta54rkeQQ_scene_1000,M1Ta54rkeQQ,7.002
Omkztpc633o_scene_2353,Omkztpc633o,7.0
M1Ta54rkeQQ_scene_1001,M1Ta54rkeQQ,4.998
tTx8mid-aq4_scene_3076,tTx8mid-aq4,7.999
M1Ta54rkeQQ_scene_1003,M1Ta54rkeQQ,4.998
H6eyOisPlP4_scene_3215,H6eyOisPlP4,4.983
M1Ta54rkeQQ_scene_1004,M1Ta54rkeQQ,5.983
KIyc-P3bVCc_scene_1964,KIyc-P3bVCc,5.002
M1Ta54rkeQQ_scene_1007,M1Ta54rkeQQ,4.984
M1Ta54rkeQQ_scene_1008,M1Ta54rkeQQ,4.991
wmbwa9QIkaM_scene_3396,wmbwa9QIkaM,6.003
M1Ta54rkeQQ_scene_1011,M1Ta54rkeQQ,5.106
xW-tuKGhs8I_scene_3246,xW-tuKGhs8I,4.985
M1Ta54rkeQQ_scene_1010,M1Ta54rkeQQ,6.0
ZOzvtP1aLwA_scene_2655,ZOzvtP1aLwA,5.0
wmbwa9QIkaM_scene_3513,wmbwa9QIkaM,5.001
M1Ta54rkeQQ_scene_1012,M1Ta54rkeQQ,5.001
M1Ta54rkeQQ_scene_1013,M1Ta54rkeQQ,5.001
0_scene_3533,0,4.982
M1Ta54rkeQQ_scene_1015,M1Ta54rkeQQ,6.002
M1Ta54rkeQQ_scene_1038,M1Ta54rkeQQ,6.003
M1Ta54rkeQQ_scene_1014,M1Ta54rkeQQ,4.981
XdTzDCE7Gns_scene_2903,XdTzDCE7Gns,6.991
M1Ta54rkeQQ_scene_1017,M1Ta54rkeQQ,4.983
4ledYpt-QzY_scene_1305,4ledYpt-QzY,6.264
M1Ta54rkeQQ_scene_1016,M1Ta54rkeQQ,5.998
xW-tuKGhs8I_scene_3232,xW-tuKGhs8I,5.985
M1Ta54rkeQQ_scene_1018,M1Ta54rkeQQ,6.984
M1Ta54rkeQQ_scene_1019,M1Ta54rkeQQ,6.982
M1Ta54rkeQQ_scene_1021,M1Ta54rkeQQ,6.001
M1Ta54rkeQQ_scene_1020,M1Ta54rkeQQ,4.982
M1Ta54rkeQQ_scene_1022,M1Ta54rkeQQ,5.986
qouz8wlTuK8_scene_2072,qouz8wlTuK8,5.984
M1Ta54rkeQQ_scene_1024,M1Ta54rkeQQ,5.985
M1Ta54rkeQQ_scene_1023,M1Ta54rkeQQ,4.982
M1Ta54rkeQQ_scene_1026,M1Ta54rkeQQ,5.01
M1Ta54rkeQQ_scene_1027,M1Ta54rkeQQ,5.984
M1Ta54rkeQQ_scene_1028,M1Ta54rkeQQ,5.296
QsgohTGrI58_scene_1742,QsgohTGrI58,6.001
M1Ta54rkeQQ_scene_1029,M1Ta54rkeQQ,5.985
M1Ta54rkeQQ_scene_1030,M1Ta54rkeQQ,6.999
M1Ta54rkeQQ_scene_1031,M1Ta54rkeQQ,5.987
M1Ta54rkeQQ_scene_1033,M1Ta54rkeQQ,9.999
KawH640l7YM_scene_3718,KawH640l7YM,8.988
xW-tuKGhs8I_scene_3308,xW-tuKGhs8I,10.001
M1Ta54rkeQQ_scene_1034,M1Ta54rkeQQ,8.001
M1Ta54rkeQQ_scene_1035,M1Ta54rkeQQ,7.089
M1Ta54rkeQQ_scene_1036,M1Ta54rkeQQ,5.997
ZKUqNG25_scene_2190,ZKUqNG25,4.998
M1Ta54rkeQQ_scene_1037,M1Ta54rkeQQ,5.982
M1Ta54rkeQQ_scene_1039,M1Ta54rkeQQ,4.998
KawH640l7YM_scene_3733,KawH640l7YM,5.983
M1Ta54rkeQQ_scene_1040,M1Ta54rkeQQ,5.64
M1Ta54rkeQQ_scene_1042,M1Ta54rkeQQ,5.857
Omkztpc633o_scene_2436,Omkztpc633o,4.827
M1Ta54rkeQQ_scene_1041,M1Ta54rkeQQ,5.987
M1Ta54rkeQQ_scene_1043,M1Ta54rkeQQ,4.784
ZKUqNG25_scene_2181,ZKUqNG25,5.88
M1Ta54rkeQQ_scene_1047,M1Ta54rkeQQ,4.999
xW-tuKGhs8I_scene_3282,xW-tuKGhs8I,4.97
Notdcs17xbw_scene_1807,Notdcs17xbw,5.005
tPwWU4fNH6c_scene_2339,tPwWU4fNH6c,3.999
M1Ta54rkeQQ_scene_1050,M1Ta54rkeQQ,3.979
M1Ta54rkeQQ_scene_1049,M1Ta54rkeQQ,4.984
M1Ta54rkeQQ_scene_1051,M1Ta54rkeQQ,5.983
M1Ta54rkeQQ_scene_1054,M1Ta54rkeQQ,4.983
H6eyOisPlP4_scene_3206,H6eyOisPlP4,5.982
M1Ta54rkeQQ_scene_1053,M1Ta54rkeQQ,4.978
Notdcs17xbw_scene_1845,Notdcs17xbw,4.982
4ledYpt-QzY_scene_1302,4ledYpt-QzY,4.984
M1Ta54rkeQQ_scene_1056,M1Ta54rkeQQ,5.01
M1Ta54rkeQQ_scene_1057,M1Ta54rkeQQ,3.984
M1Ta54rkeQQ_scene_1059,M1Ta54rkeQQ,6.516
hyK61uPB0L8_scene_2022,hyK61uPB0L8,4.982
M1Ta54rkeQQ_scene_1060,M1Ta54rkeQQ,3.987
UHA1Q5JK3_scene_1231,UHA1Q5JK3,4.981
OntsMin8brs_scene_3005,OntsMin8brs,4.984
M1Ta54rkeQQ_scene_1062,M1Ta54rkeQQ,4.983
M1Ta54rkeQQ_scene_1063,M1Ta54rkeQQ,4.978
M1Ta54rkeQQ_scene_1064,M1Ta54rkeQQ,5.0
M1Ta54rkeQQ_scene_1065,M1Ta54rkeQQ,4.0
M1Ta54rkeQQ_scene_1067,M1Ta54rkeQQ,4.0
M1Ta54rkeQQ_scene_1068,M1Ta54rkeQQ,4.985
tTx8mid-aq4_scene_3100,tTx8mid-aq4,3.984
M1Ta54rkeQQ_scene_1071,M1Ta54rkeQQ,4.985
Omkztpc633o_scene_2413,Omkztpc633o,4.983
M1Ta54rkeQQ_scene_1070,M1Ta54rkeQQ,3.986
pHxYQS5MVv4_scene_2280,pHxYQS5MVv4,4.985
gUV6SfVV7Kw_scene_1535,gUV6SfVV7Kw,4.99
M1Ta54rkeQQ_scene_1072,M1Ta54rkeQQ,5.981
M1Ta54rkeQQ_scene_1074,M1Ta54rkeQQ,5.395
lLie9-VS4PI_scene_1173,lLie9-VS4PI,4.985
M1Ta54rkeQQ_scene_1073,M1Ta54rkeQQ,4.985
Notdcs17xbw_scene_1796,Notdcs17xbw,5.998
M1Ta54rkeQQ_scene_1076,M1Ta54rkeQQ,4.984
OW2d0-wIECc_scene_3351,OW2d0-wIECc,4.983
M1Ta54rkeQQ_scene_1078,M1Ta54rkeQQ,4.999
M1Ta54rkeQQ_scene_1079,M1Ta54rkeQQ,4.971
0_scene_3675,0,4.985
M1Ta54rkeQQ_scene_1080,M1Ta54rkeQQ,4.982
OpkZbJypAwc_scene_2834,OpkZbJypAwc,6.997
M1Ta54rkeQQ_scene_1081,M1Ta54rkeQQ,3.996
pHxYQS5MVv4_scene_2263,pHxYQS5MVv4,3.998
AxTouP1JVCo_scene_2773,AxTouP1JVCo,6.001
UHA1Q5JK3_scene_1220,UHA1Q5JK3,5.51
M1Ta54rkeQQ_scene_1083,M1Ta54rkeQQ,6.002
M1Ta54rkeQQ_scene_1084,M1Ta54rkeQQ,4.998
M1Ta54rkeQQ_scene_1086,M1Ta54rkeQQ,6.975
M1Ta54rkeQQ_scene_1085,M1Ta54rkeQQ,6.002
M1Ta54rkeQQ_scene_1087,M1Ta54rkeQQ,6.982
KCs7QyTviag_scene_2972,KCs7QyTviag,6.983
M1Ta54rkeQQ_scene_1089,M1Ta54rkeQQ,5.978
Omkztpc633o_scene_2355,Omkztpc633o,6.99
UHA1Q5JK3_scene_1207,UHA1Q5JK3,5.999
M1Ta54rkeQQ_scene_1091,M1Ta54rkeQQ,4.991
xW-tuKGhs8I_scene_3332,xW-tuKGhs8I,7.001
0_scene_3570,0,6.073
M1Ta54rkeQQ_scene_1092,M1Ta54rkeQQ,6.985
M1Ta54rkeQQ_scene_1093,M1Ta54rkeQQ,5.999
xW-tuKGhs8I_scene_3330,xW-tuKGhs8I,6.001
M1Ta54rkeQQ_scene_1097,M1Ta54rkeQQ,5.002
M1Ta54rkeQQ_scene_1096,M1Ta54rkeQQ,5.975
M1Ta54rkeQQ_scene_1098,M1Ta54rkeQQ,6.987
0CiHWdGBF-c_scene_2707,0CiHWdGBF-c,5.986
OpkZbJypAwc_scene_2847,OpkZbJypAwc,4.983
M1Ta54rkeQQ_scene_1099,M1Ta54rkeQQ,5.985
M1Ta54rkeQQ_scene_1101,M1Ta54rkeQQ,5.985
M1Ta54rkeQQ_scene_1100,M1Ta54rkeQQ,6.01
WFr0je02Nzc_scene_1698,WFr0je02Nzc,4.999
wmbwa9QIkaM_scene_3496,wmbwa9QIkaM,6.011
M1Ta54rkeQQ_scene_1104,M1Ta54rkeQQ,4.986
M1Ta54rkeQQ_scene_1105,M1Ta54rkeQQ,5.986
M1Ta54rkeQQ_scene_1106,M1Ta54rkeQQ,4.978
M1Ta54rkeQQ_scene_1107,M1Ta54rkeQQ,4.985
M1Ta54rkeQQ_scene_1109,M1Ta54rkeQQ,5.984
WFr0je02Nzc_scene_1694,WFr0je02Nzc,5.999
JlR_scene_1597,JlR,6.001
M1Ta54rkeQQ_scene_1110,M1Ta54rkeQQ,3.999
R9jKf_scene_3058,R9jKf,6.0
M1Ta54rkeQQ_scene_1111,M1Ta54rkeQQ,5.001
UHA1Q5JK3_scene_1222,UHA1Q5JK3,6.006
M1Ta54rkeQQ_scene_1112,M1Ta54rkeQQ,6.003
M1Ta54rkeQQ_scene_1113,M1Ta54rkeQQ,4.013
CN5CZ827j1c_scene_1114,CN5CZ827j1c,4.984
tPwWU4fNH6c_scene_2336,tPwWU4fNH6c,5.985
CN5CZ827j1c_scene_1116,CN5CZ827j1c,5.983
CN5CZ827j1c_scene_1118,CN5CZ827j1c,5.984
OW2d0-wIECc_scene_3377,OW2d0-wIECc,5.983
CN5CZ827j1c_scene_1117,CN5CZ827j1c,4.985
CN5CZ827j1c_scene_1119,CN5CZ827j1c,4.985
wmbwa9QIkaM_scene_3518,wmbwa9QIkaM,4.984
CN5CZ827j1c_scene_1120,CN5CZ827j1c,4.983
JlR_scene_1668,JlR,4.984
CN5CZ827j1c_scene_1123,CN5CZ827j1c,4.984
wmbwa9QIkaM_scene_3464,wmbwa9QIkaM,4.986
CN5CZ827j1c_scene_1124,CN5CZ827j1c,5.001
CN5CZ827j1c_scene_1125,CN5CZ827j1c,4.51
CN5CZ827j1c_scene_1128,CN5CZ827j1c,4.984
CN5CZ827j1c_scene_1130,CN5CZ827j1c,4.982
CN5CZ827j1c_scene_1131,CN5CZ827j1c,4.982
xW-tuKGhs8I_scene_3240,xW-tuKGhs8I,5.983
OntsMin8brs_scene_3011,OntsMin8brs,3.998
